filename,N/S
images\augmented\338_3_sobel.jpg,0
images\augmented\338_5_flip.jpg,0
images\augmented\338_5_flip3.jpg,0
images\augmented\338_5_flip4.jpg,0
images\augmented\338_5_gray.jpg,0
images\augmented\338_5_original.jpg,0
images\augmented\338_5_sobel.jpg,0
images\augmented\338_6_flip.jpg,0
images\augmented\338_6_flip3.jpg,0
images\augmented\338_6_flip4.jpg,0
images\augmented\338_6_gray.jpg,0
images\augmented\338_6_original.jpg,0
images\augmented\338_6_sobel.jpg,0
images\augmented\339_2_flip.jpg,0
images\augmented\339_2_flip3.jpg,0
images\augmented\339_2_flip4.jpg,0
images\augmented\339_2_gray.jpg,0
images\augmented\339_2_original.jpg,0
images\augmented\339_2_sobel.jpg,0
images\augmented\339_3_flip.jpg,0
images\augmented\339_3_flip3.jpg,0
images\augmented\339_3_flip4.jpg,0
images\augmented\339_3_gray.jpg,0
images\augmented\339_3_original.jpg,0
images\augmented\339_3_sobel.jpg,0
images\augmented\339_4_flip.jpg,0
images\augmented\339_4_flip3.jpg,0
images\augmented\339_4_flip4.jpg,0
images\augmented\339_4_gray.jpg,0
images\augmented\339_4_original.jpg,0
images\augmented\339_4_sobel.jpg,0
images\augmented\339_6_flip.jpg,0
images\augmented\339_6_flip3.jpg,0
images\augmented\339_6_flip4.jpg,0
images\augmented\339_6_gray.jpg,0
images\augmented\339_6_original.jpg,0
images\augmented\339_6_sobel.jpg,0
images\augmented\339_7_flip.jpg,0
images\augmented\339_7_flip3.jpg,0
images\augmented\339_7_flip4.jpg,0
images\augmented\339_7_gray.jpg,0
images\augmented\339_7_original.jpg,0
images\augmented\339_7_sobel.jpg,0
images\augmented\341_1_flip.jpg,1
images\augmented\341_1_flip3.jpg,1
images\augmented\341_1_flip4.jpg,1
images\augmented\341_1_gray.jpg,1
images\augmented\341_1_original.jpg,1
images\augmented\341_1_sobel.jpg,1
images\augmented\341_2_flip.jpg,1
images\augmented\341_2_flip3.jpg,1
images\augmented\341_2_flip4.jpg,1
images\augmented\341_2_gray.jpg,1
images\augmented\341_2_original.jpg,1
images\augmented\341_2_sobel.jpg,1
images\augmented\341_5_flip.jpg,1
images\augmented\341_5_flip3.jpg,1
images\augmented\341_5_flip4.jpg,1
images\augmented\341_5_gray.jpg,1
images\augmented\341_5_original.jpg,1
images\augmented\341_5_sobel.jpg,1
images\augmented\341_6_flip.jpg,1
images\augmented\341_6_flip3.jpg,1
images\augmented\341_6_flip4.jpg,1
images\augmented\341_6_gray.jpg,1
images\augmented\341_6_original.jpg,1
images\augmented\341_6_sobel.jpg,1
images\augmented\341_8_flip.jpg,1
images\augmented\341_8_flip3.jpg,1
images\augmented\341_8_flip4.jpg,1
images\augmented\341_8_gray.jpg,1
images\augmented\341_8_original.jpg,1
images\augmented\341_8_sobel.jpg,1
images\augmented\342_1_flip.jpg,1
images\augmented\342_1_flip3.jpg,1
images\augmented\342_1_flip4.jpg,1
images\augmented\342_1_gray.jpg,1
images\augmented\342_1_original.jpg,1
images\augmented\342_1_sobel.jpg,1
images\augmented\342_4_flip.jpg,1
images\augmented\342_4_flip3.jpg,1
images\augmented\342_4_flip4.jpg,1
images\augmented\342_4_gray.jpg,1
images\augmented\342_4_original.jpg,1
images\augmented\342_4_sobel.jpg,1
images\augmented\342_5_flip.jpg,1
images\augmented\342_5_flip3.jpg,1
images\augmented\342_5_flip4.jpg,1
images\augmented\342_5_gray.jpg,1
images\augmented\342_5_original.jpg,1
images\augmented\342_5_sobel.jpg,1
images\augmented\342_6_flip.jpg,1
images\augmented\342_6_flip3.jpg,1
images\augmented\342_6_flip4.jpg,1
images\augmented\342_6_gray.jpg,1
images\augmented\342_6_original.jpg,1
images\augmented\342_6_sobel.jpg,1
images\augmented\343_1_flip.jpg,1
images\augmented\343_1_flip3.jpg,1
images\augmented\343_1_flip4.jpg,1
images\augmented\343_1_gray.jpg,1
images\augmented\343_1_original.jpg,1
images\augmented\343_1_sobel.jpg,1
images\augmented\343_2_flip.jpg,1
images\augmented\343_2_flip3.jpg,1
images\augmented\343_2_flip4.jpg,1
images\augmented\343_2_gray.jpg,1
images\augmented\343_2_original.jpg,1
images\augmented\343_2_sobel.jpg,1
images\augmented\343_4_flip.jpg,1
images\augmented\343_4_flip3.jpg,1
images\augmented\343_4_flip4.jpg,1
images\augmented\343_4_gray.jpg,1
images\augmented\343_4_original.jpg,1
images\augmented\343_4_sobel.jpg,1
images\augmented\343_5_flip.jpg,1
images\augmented\343_5_flip3.jpg,1
images\augmented\343_5_flip4.jpg,1
images\augmented\343_5_gray.jpg,1
images\augmented\343_5_original.jpg,1
images\augmented\343_5_sobel.jpg,1
images\augmented\343_6_flip.jpg,1
images\augmented\343_6_flip3.jpg,1
images\augmented\343_6_flip4.jpg,1
images\augmented\343_6_gray.jpg,1
images\augmented\343_6_original.jpg,1
images\augmented\343_6_sobel.jpg,1
images\augmented\343_7_flip.jpg,1
images\augmented\343_7_flip3.jpg,1
images\augmented\343_7_flip4.jpg,1
images\augmented\343_7_gray.jpg,1
images\augmented\343_7_original.jpg,1
images\augmented\343_7_sobel.jpg,1
images\augmented\343_8_flip.jpg,1
images\augmented\343_8_flip3.jpg,1
images\augmented\343_8_flip4.jpg,1
images\augmented\343_8_gray.jpg,1
images\augmented\343_8_original.jpg,1
images\augmented\343_8_sobel.jpg,1
images\augmented\343_9_flip.jpg,1
images\augmented\343_9_flip3.jpg,1
images\augmented\343_9_flip4.jpg,1
images\augmented\343_9_gray.jpg,1
images\augmented\343_9_original.jpg,1
images\augmented\343_9_sobel.jpg,1
images\augmented\344_1_flip.jpg,1
images\augmented\344_1_flip3.jpg,1
images\augmented\344_1_flip4.jpg,1
images\augmented\344_1_gray.jpg,1
images\augmented\344_1_original.jpg,1
images\augmented\344_1_sobel.jpg,1
images\augmented\344_3_flip.jpg,1
images\augmented\344_3_flip3.jpg,1
images\augmented\344_3_flip4.jpg,1
images\augmented\344_3_gray.jpg,1
images\augmented\344_3_original.jpg,1
images\augmented\344_3_sobel.jpg,1
images\augmented\344_4_flip.jpg,1
images\augmented\344_4_flip3.jpg,1
images\augmented\344_4_flip4.jpg,1
images\augmented\344_4_gray.jpg,1
images\augmented\344_4_original.jpg,1
images\augmented\344_4_sobel.jpg,1
images\augmented\344_5_flip.jpg,1
images\augmented\344_5_flip3.jpg,1
images\augmented\344_5_flip4.jpg,1
images\augmented\344_5_gray.jpg,1
images\augmented\344_5_original.jpg,1
images\augmented\344_5_sobel.jpg,1
images\augmented\344_6_flip.jpg,1
images\augmented\344_6_flip3.jpg,1
images\augmented\344_6_flip4.jpg,1
images\augmented\344_6_gray.jpg,1
images\augmented\344_6_original.jpg,1
images\augmented\344_6_sobel.jpg,1
images\augmented\344_7_flip.jpg,1
images\augmented\344_7_flip3.jpg,1
images\augmented\344_7_flip4.jpg,1
images\augmented\344_7_gray.jpg,1
images\augmented\344_7_original.jpg,1
images\augmented\344_7_sobel.jpg,1
images\augmented\344_8_flip.jpg,1
images\augmented\344_8_flip3.jpg,1
images\augmented\344_8_flip4.jpg,1
images\augmented\344_8_gray.jpg,1
images\augmented\344_8_original.jpg,1
images\augmented\344_8_sobel.jpg,1
images\augmented\344_9_flip.jpg,1
images\augmented\344_9_flip3.jpg,1
images\augmented\344_9_flip4.jpg,1
images\augmented\344_9_gray.jpg,1
images\augmented\344_9_original.jpg,1
images\augmented\344_9_sobel.jpg,1
images\augmented\346_1_flip.jpg,1
images\augmented\346_1_flip3.jpg,1
images\augmented\346_1_flip4.jpg,1
images\augmented\346_1_gray.jpg,1
images\augmented\346_1_original.jpg,1
images\augmented\346_1_sobel.jpg,1
images\augmented\346_2_flip.jpg,1
images\augmented\346_2_flip3.jpg,1
images\augmented\346_2_flip4.jpg,1
images\augmented\346_2_gray.jpg,1
images\augmented\346_2_original.jpg,1
images\augmented\346_2_sobel.jpg,1
images\augmented\346_3_flip.jpg,1
images\augmented\346_3_flip3.jpg,1
images\augmented\346_3_flip4.jpg,1
images\augmented\346_3_gray.jpg,1
images\augmented\346_3_original.jpg,1
images\augmented\346_3_sobel.jpg,1
images\augmented\346_4_flip.jpg,1
images\augmented\346_4_flip3.jpg,1
images\augmented\346_4_flip4.jpg,1
images\augmented\346_4_gray.jpg,1
images\augmented\346_4_original.jpg,1
images\augmented\346_4_sobel.jpg,1
images\augmented\346_5_flip.jpg,1
images\augmented\346_5_flip3.jpg,1
images\augmented\346_5_flip4.jpg,1
images\augmented\346_5_gray.jpg,1
images\augmented\346_5_original.jpg,1
images\augmented\346_5_sobel.jpg,1
images\augmented\346_6_flip.jpg,1
images\augmented\346_6_flip3.jpg,1
images\augmented\346_6_flip4.jpg,1
images\augmented\346_6_gray.jpg,1
images\augmented\346_6_original.jpg,1
images\augmented\346_6_sobel.jpg,1
images\augmented\346_7_flip.jpg,1
images\augmented\346_7_flip3.jpg,1
images\augmented\346_7_flip4.jpg,1
images\augmented\346_7_gray.jpg,1
images\augmented\346_7_original.jpg,1
images\augmented\346_7_sobel.jpg,1
images\augmented\346_8_flip.jpg,1
images\augmented\346_8_flip3.jpg,1
images\augmented\346_8_flip4.jpg,1
images\augmented\346_8_gray.jpg,1
images\augmented\346_8_original.jpg,1
images\augmented\346_8_sobel.jpg,1
images\augmented\346_9_flip.jpg,1
images\augmented\346_9_flip3.jpg,1
images\augmented\346_9_flip4.jpg,1
images\augmented\346_9_gray.jpg,1
images\augmented\346_9_original.jpg,1
images\augmented\346_9_sobel.jpg,1
images\augmented\347_1_flip.jpg,1
images\augmented\347_1_flip3.jpg,1
images\augmented\347_1_flip4.jpg,1
images\augmented\347_1_gray.jpg,1
images\augmented\347_1_original.jpg,1
images\augmented\347_1_sobel.jpg,1
images\augmented\347_2_flip.jpg,1
images\augmented\347_2_flip3.jpg,1
images\augmented\347_2_flip4.jpg,1
images\augmented\347_2_gray.jpg,1
images\augmented\347_2_original.jpg,1
images\augmented\347_2_sobel.jpg,1
images\augmented\347_5_flip.jpg,1
images\augmented\347_5_flip3.jpg,1
images\augmented\347_5_flip4.jpg,1
images\augmented\347_5_gray.jpg,1
images\augmented\347_5_original.jpg,1
images\augmented\347_5_sobel.jpg,1
images\augmented\347_6_flip.jpg,1
images\augmented\347_6_flip3.jpg,1
images\augmented\347_6_flip4.jpg,1
images\augmented\347_6_gray.jpg,1
images\augmented\347_6_original.jpg,1
images\augmented\347_6_sobel.jpg,1
images\augmented\347_7_flip.jpg,1
images\augmented\347_7_flip3.jpg,1
images\augmented\347_7_flip4.jpg,1
images\augmented\347_7_gray.jpg,1
images\augmented\347_7_original.jpg,1
images\augmented\347_7_sobel.jpg,1
images\augmented\347_8_flip.jpg,1
images\augmented\347_8_flip3.jpg,1
images\augmented\347_8_flip4.jpg,1
images\augmented\347_8_gray.jpg,1
images\augmented\347_8_original.jpg,1
images\augmented\347_8_sobel.jpg,1
images\augmented\348_1_flip.jpg,1
images\augmented\348_1_flip3.jpg,1
images\augmented\348_1_flip4.jpg,1
images\augmented\348_1_gray.jpg,1
images\augmented\348_1_original.jpg,1
images\augmented\348_1_sobel.jpg,1
images\augmented\348_2_flip.jpg,1
images\augmented\348_2_flip3.jpg,1
images\augmented\348_2_flip4.jpg,1
images\augmented\348_2_gray.jpg,1
images\augmented\348_2_original.jpg,1
images\augmented\348_2_sobel.jpg,1
images\augmented\348_6_flip.jpg,1
images\augmented\348_6_flip3.jpg,1
images\augmented\348_6_flip4.jpg,1
images\augmented\348_6_gray.jpg,1
images\augmented\348_6_original.jpg,1
images\augmented\348_6_sobel.jpg,1
images\augmented\348_7_flip.jpg,1
images\augmented\348_7_flip3.jpg,1
images\augmented\348_7_flip4.jpg,1
images\augmented\348_7_gray.jpg,1
images\augmented\348_7_original.jpg,1
images\augmented\348_7_sobel.jpg,1
images\augmented\348_8_flip.jpg,1
images\augmented\348_8_flip3.jpg,1
images\augmented\348_8_flip4.jpg,1
images\augmented\348_8_gray.jpg,1
images\augmented\348_8_original.jpg,1
images\augmented\348_8_sobel.jpg,1
images\augmented\348_9_flip.jpg,1
images\augmented\348_9_flip3.jpg,1
images\augmented\348_9_flip4.jpg,1
images\augmented\348_9_gray.jpg,1
images\augmented\348_9_original.jpg,1
images\augmented\348_9_sobel.jpg,1
images\augmented\349_1_flip.jpg,1
images\augmented\349_1_flip3.jpg,1
images\augmented\349_1_flip4.jpg,1
images\augmented\349_1_gray.jpg,1
images\augmented\349_1_original.jpg,1
images\augmented\349_1_sobel.jpg,1
images\augmented\349_4_flip.jpg,1
images\augmented\349_4_flip3.jpg,1
images\augmented\349_4_flip4.jpg,1
images\augmented\349_4_gray.jpg,1
images\augmented\349_4_original.jpg,1
images\augmented\349_4_sobel.jpg,1
images\augmented\349_5_flip.jpg,1
images\augmented\349_5_flip3.jpg,1
images\augmented\349_5_flip4.jpg,1
images\augmented\349_5_gray.jpg,1
images\augmented\349_5_original.jpg,1
images\augmented\349_5_sobel.jpg,1
images\augmented\349_6_flip.jpg,1
images\augmented\349_6_flip3.jpg,1
images\augmented\349_6_flip4.jpg,1
images\augmented\349_6_gray.jpg,1
images\augmented\349_6_original.jpg,1
images\augmented\349_6_sobel.jpg,1
images\augmented\351_1_flip.jpg,1
images\augmented\351_1_flip3.jpg,1
images\augmented\351_1_flip4.jpg,1
images\augmented\351_1_gray.jpg,1
images\augmented\351_1_original.jpg,1
images\augmented\351_1_sobel.jpg,1
images\augmented\351_3_flip.jpg,1
images\augmented\351_3_flip3.jpg,1
images\augmented\351_3_flip4.jpg,1
images\augmented\351_3_gray.jpg,1
images\augmented\351_3_original.jpg,1
images\augmented\351_3_sobel.jpg,1
images\augmented\351_4_flip.jpg,1
images\augmented\351_4_flip3.jpg,1
images\augmented\351_4_flip4.jpg,1
images\augmented\351_4_gray.jpg,1
images\augmented\351_4_original.jpg,1
images\augmented\351_4_sobel.jpg,1
images\augmented\351_5_flip.jpg,1
images\augmented\351_5_flip3.jpg,1
images\augmented\351_5_flip4.jpg,1
images\augmented\351_5_gray.jpg,1
images\augmented\351_5_original.jpg,1
images\augmented\351_5_sobel.jpg,1
images\augmented\351_6_flip.jpg,1
images\augmented\351_6_flip3.jpg,1
images\augmented\351_6_flip4.jpg,1
images\augmented\351_6_gray.jpg,1
images\augmented\351_6_original.jpg,1
images\augmented\351_6_sobel.jpg,1
images\augmented\351_7_flip.jpg,1
images\augmented\351_7_flip3.jpg,1
images\augmented\351_7_flip4.jpg,1
images\augmented\351_7_gray.jpg,1
images\augmented\351_7_original.jpg,1
images\augmented\351_7_sobel.jpg,1
images\augmented\352_1_flip.jpg,1
images\augmented\352_1_flip3.jpg,1
images\augmented\352_1_flip4.jpg,1
images\augmented\352_1_gray.jpg,1
images\augmented\352_1_original.jpg,1
images\augmented\352_1_sobel.jpg,1
images\augmented\352_2_flip.jpg,1
images\augmented\352_2_flip3.jpg,1
images\augmented\352_2_flip4.jpg,1
images\augmented\352_2_gray.jpg,1
images\augmented\352_2_original.jpg,1
images\augmented\352_2_sobel.jpg,1
images\augmented\352_3_flip.jpg,1
images\augmented\352_3_flip3.jpg,1
images\augmented\352_3_flip4.jpg,1
images\augmented\352_3_gray.jpg,1
images\augmented\352_3_original.jpg,1
images\augmented\352_3_sobel.jpg,1
images\augmented\352_4_flip.jpg,1
images\augmented\352_4_flip3.jpg,1
images\augmented\352_4_flip4.jpg,1
images\augmented\352_4_gray.jpg,1
images\augmented\352_4_original.jpg,1
images\augmented\352_4_sobel.jpg,1
images\augmented\352_5_flip.jpg,1
images\augmented\352_5_flip3.jpg,1
images\augmented\352_5_flip4.jpg,1
images\augmented\352_5_gray.jpg,1
images\augmented\352_5_original.jpg,1
images\augmented\352_5_sobel.jpg,1
images\augmented\352_6_flip.jpg,1
images\augmented\352_6_flip3.jpg,1
images\augmented\352_6_flip4.jpg,1
images\augmented\352_6_gray.jpg,1
images\augmented\352_6_original.jpg,1
images\augmented\352_6_sobel.jpg,1
images\augmented\352_7_flip.jpg,1
images\augmented\352_7_flip3.jpg,1
images\augmented\352_7_flip4.jpg,1
images\augmented\352_7_gray.jpg,1
images\augmented\352_7_original.jpg,1
images\augmented\352_7_sobel.jpg,1
images\augmented\352_8_flip.jpg,1
images\augmented\352_8_flip3.jpg,1
images\augmented\352_8_flip4.jpg,1
images\augmented\352_8_gray.jpg,1
images\augmented\352_8_original.jpg,1
images\augmented\352_8_sobel.jpg,1
images\augmented\352_9_flip.jpg,1
images\augmented\352_9_flip3.jpg,1
images\augmented\352_9_flip4.jpg,1
images\augmented\352_9_gray.jpg,1
images\augmented\352_9_original.jpg,1
images\augmented\352_9_sobel.jpg,1
images\augmented\353_1_flip.jpg,1
images\augmented\353_1_flip3.jpg,1
images\augmented\353_1_flip4.jpg,1
images\augmented\353_1_gray.jpg,1
images\augmented\353_1_original.jpg,1
images\augmented\353_1_sobel.jpg,1
images\augmented\353_2_flip.jpg,1
images\augmented\353_2_flip3.jpg,1
images\augmented\353_2_flip4.jpg,1
images\augmented\353_2_gray.jpg,1
images\augmented\353_2_original.jpg,1
images\augmented\353_2_sobel.jpg,1
images\augmented\353_3_flip.jpg,1
images\augmented\353_3_flip3.jpg,1
images\augmented\353_3_flip4.jpg,1
images\augmented\353_3_gray.jpg,1
images\augmented\353_3_original.jpg,1
images\augmented\353_3_sobel.jpg,1
images\augmented\353_4_flip.jpg,1
images\augmented\353_4_flip3.jpg,1
images\augmented\353_4_flip4.jpg,1
images\augmented\353_4_gray.jpg,1
images\augmented\353_4_original.jpg,1
images\augmented\353_4_sobel.jpg,1
images\augmented\353_5_flip.jpg,1
images\augmented\353_5_flip3.jpg,1
images\augmented\353_5_flip4.jpg,1
images\augmented\353_5_gray.jpg,1
images\augmented\353_5_original.jpg,1
images\augmented\353_5_sobel.jpg,1
images\augmented\353_6_flip.jpg,1
images\augmented\353_6_flip3.jpg,1
images\augmented\353_6_flip4.jpg,1
images\augmented\353_6_gray.jpg,1
images\augmented\353_6_original.jpg,1
images\augmented\353_6_sobel.jpg,1
images\augmented\353_7_flip.jpg,1
images\augmented\353_7_flip3.jpg,1
images\augmented\353_7_flip4.jpg,1
images\augmented\353_7_gray.jpg,1
images\augmented\353_7_original.jpg,1
images\augmented\353_7_sobel.jpg,1
images\augmented\353_8_flip.jpg,1
images\augmented\353_8_flip3.jpg,1
images\augmented\353_8_flip4.jpg,1
images\augmented\353_8_gray.jpg,1
images\augmented\353_8_original.jpg,1
images\augmented\353_8_sobel.jpg,1
images\augmented\353_9_flip.jpg,1
images\augmented\353_9_flip3.jpg,1
images\augmented\353_9_flip4.jpg,1
images\augmented\353_9_gray.jpg,1
images\augmented\353_9_original.jpg,1
images\augmented\353_9_sobel.jpg,1
images\augmented\354_1_flip.jpg,1
images\augmented\354_1_flip3.jpg,1
images\augmented\354_1_flip4.jpg,1
images\augmented\354_1_gray.jpg,1
images\augmented\354_1_original.jpg,1
images\augmented\354_1_sobel.jpg,1
images\augmented\354_2_flip.jpg,1
images\augmented\354_2_flip3.jpg,1
images\augmented\354_2_flip4.jpg,1
images\augmented\354_2_gray.jpg,1
images\augmented\354_2_original.jpg,1
images\augmented\354_2_sobel.jpg,1
images\augmented\354_3_flip.jpg,1
images\augmented\354_3_flip3.jpg,1
images\augmented\354_3_flip4.jpg,1
images\augmented\354_3_gray.jpg,1
images\augmented\354_3_original.jpg,1
images\augmented\354_3_sobel.jpg,1
images\augmented\354_4_flip.jpg,1
images\augmented\354_4_flip3.jpg,1
images\augmented\354_4_flip4.jpg,1
images\augmented\354_4_gray.jpg,1
images\augmented\354_4_original.jpg,1
images\augmented\354_4_sobel.jpg,1
images\augmented\354_5_flip.jpg,1
images\augmented\354_5_flip3.jpg,1
images\augmented\354_5_flip4.jpg,1
images\augmented\354_5_gray.jpg,1
images\augmented\354_5_original.jpg,1
images\augmented\354_5_sobel.jpg,1
images\augmented\354_6_flip.jpg,1
images\augmented\354_6_flip3.jpg,1
images\augmented\354_6_flip4.jpg,1
images\augmented\354_6_gray.jpg,1
images\augmented\354_6_original.jpg,1
images\augmented\354_6_sobel.jpg,1
images\augmented\354_7_flip.jpg,1
images\augmented\354_7_flip3.jpg,1
images\augmented\354_7_flip4.jpg,1
images\augmented\354_7_gray.jpg,1
images\augmented\354_7_original.jpg,1
images\augmented\354_7_sobel.jpg,1
images\augmented\354_8_flip.jpg,1
images\augmented\354_8_flip3.jpg,1
images\augmented\354_8_flip4.jpg,1
images\augmented\354_8_gray.jpg,1
images\augmented\354_8_original.jpg,1
images\augmented\354_8_sobel.jpg,1
images\augmented\354_9_flip.jpg,1
images\augmented\354_9_flip3.jpg,1
images\augmented\354_9_flip4.jpg,1
images\augmented\354_9_gray.jpg,1
images\augmented\354_9_original.jpg,1
images\augmented\354_9_sobel.jpg,1
images\augmented\356_1_flip.jpg,1
images\augmented\356_1_flip3.jpg,1
images\augmented\356_1_flip4.jpg,1
images\augmented\356_1_gray.jpg,1
images\augmented\356_1_original.jpg,1
images\augmented\356_1_sobel.jpg,1
images\augmented\356_3_flip.jpg,1
images\augmented\356_3_flip3.jpg,1
images\augmented\356_3_flip4.jpg,1
images\augmented\356_3_gray.jpg,1
images\augmented\356_3_original.jpg,1
images\augmented\356_3_sobel.jpg,1
images\augmented\356_4_flip.jpg,1
images\augmented\356_4_flip3.jpg,1
images\augmented\356_4_flip4.jpg,1
images\augmented\356_4_gray.jpg,1
images\augmented\356_4_original.jpg,1
images\augmented\356_4_sobel.jpg,1
images\augmented\356_6_flip.jpg,1
images\augmented\356_6_flip3.jpg,1
images\augmented\356_6_flip4.jpg,1
images\augmented\356_6_gray.jpg,1
images\augmented\356_6_original.jpg,1
images\augmented\356_6_sobel.jpg,1
images\augmented\356_8_flip.jpg,1
images\augmented\356_8_flip3.jpg,1
images\augmented\356_8_flip4.jpg,1
images\augmented\356_8_gray.jpg,1
images\augmented\356_8_original.jpg,1
images\augmented\356_8_sobel.jpg,1
images\augmented\357_1_flip.jpg,1
images\augmented\357_1_flip3.jpg,1
images\augmented\357_1_flip4.jpg,1
images\augmented\357_1_gray.jpg,1
images\augmented\357_1_original.jpg,1
images\augmented\357_1_sobel.jpg,1
images\augmented\357_2_flip.jpg,1
images\augmented\357_2_flip3.jpg,1
images\augmented\357_2_flip4.jpg,1
images\augmented\357_2_gray.jpg,1
images\augmented\357_2_original.jpg,1
images\augmented\357_2_sobel.jpg,1
images\augmented\357_3_flip.jpg,1
images\augmented\357_3_flip3.jpg,1
images\augmented\357_3_flip4.jpg,1
images\augmented\357_3_gray.jpg,1
images\augmented\357_3_original.jpg,1
images\augmented\357_3_sobel.jpg,1
images\augmented\357_4_flip.jpg,1
images\augmented\357_4_flip3.jpg,1
images\augmented\357_4_flip4.jpg,1
images\augmented\357_4_gray.jpg,1
images\augmented\357_4_original.jpg,1
images\augmented\357_4_sobel.jpg,1
images\augmented\357_5_flip.jpg,1
images\augmented\357_5_flip3.jpg,1
images\augmented\357_5_flip4.jpg,1
images\augmented\357_5_gray.jpg,1
images\augmented\357_5_original.jpg,1
images\augmented\357_5_sobel.jpg,1
images\augmented\357_6_flip.jpg,1
images\augmented\357_6_flip3.jpg,1
images\augmented\357_6_flip4.jpg,1
images\augmented\357_6_gray.jpg,1
images\augmented\357_6_original.jpg,1
images\augmented\357_6_sobel.jpg,1
images\augmented\357_9_flip.jpg,1
images\augmented\357_9_flip3.jpg,1
images\augmented\357_9_flip4.jpg,1
images\augmented\357_9_gray.jpg,1
images\augmented\357_9_original.jpg,1
images\augmented\357_9_sobel.jpg,1
images\augmented\358_1_flip.jpg,1
images\augmented\358_1_flip3.jpg,1
images\augmented\358_1_flip4.jpg,1
images\augmented\358_1_gray.jpg,1
images\augmented\358_1_original.jpg,1
images\augmented\358_1_sobel.jpg,1
images\augmented\358_2_flip.jpg,1
images\augmented\358_2_flip3.jpg,1
images\augmented\358_2_flip4.jpg,1
images\augmented\358_2_gray.jpg,1
images\augmented\358_2_original.jpg,1
images\augmented\358_2_sobel.jpg,1
images\augmented\358_3_flip.jpg,1
images\augmented\358_3_flip3.jpg,1
images\augmented\358_3_flip4.jpg,1
images\augmented\358_3_gray.jpg,1
images\augmented\358_3_original.jpg,1
images\augmented\358_3_sobel.jpg,1
images\augmented\358_5_flip.jpg,1
images\augmented\358_5_flip3.jpg,1
images\augmented\358_5_flip4.jpg,1
images\augmented\358_5_gray.jpg,1
images\augmented\358_5_original.jpg,1
images\augmented\358_5_sobel.jpg,1
images\augmented\358_7_flip.jpg,1
images\augmented\358_7_flip3.jpg,1
images\augmented\358_7_flip4.jpg,1
images\augmented\358_7_gray.jpg,1
images\augmented\358_7_original.jpg,1
images\augmented\358_7_sobel.jpg,1
images\augmented\358_9_flip.jpg,1
images\augmented\358_9_flip3.jpg,1
images\augmented\358_9_flip4.jpg,1
images\augmented\358_9_gray.jpg,1
images\augmented\358_9_original.jpg,1
images\augmented\358_9_sobel.jpg,1
images\augmented\359_2_flip.jpg,1
images\augmented\359_2_flip3.jpg,1
images\augmented\359_2_flip4.jpg,1
images\augmented\359_2_gray.jpg,1
images\augmented\359_2_original.jpg,1
images\augmented\359_2_sobel.jpg,1
images\augmented\359_3_flip.jpg,1
images\augmented\359_3_flip3.jpg,1
images\augmented\359_3_flip4.jpg,1
images\augmented\359_3_gray.jpg,1
images\augmented\359_3_original.jpg,1
images\augmented\359_3_sobel.jpg,1
images\augmented\359_4_flip.jpg,1
images\augmented\359_4_flip3.jpg,1
images\augmented\359_4_flip4.jpg,1
images\augmented\359_4_gray.jpg,1
images\augmented\359_4_original.jpg,1
images\augmented\359_4_sobel.jpg,1
images\augmented\359_5_flip.jpg,1
images\augmented\359_5_flip3.jpg,1
images\augmented\359_5_flip4.jpg,1
images\augmented\359_5_gray.jpg,1
images\augmented\359_5_original.jpg,1
images\augmented\359_5_sobel.jpg,1
images\augmented\359_6_flip.jpg,1
images\augmented\359_6_flip3.jpg,1
images\augmented\359_6_flip4.jpg,1
images\augmented\359_6_gray.jpg,1
images\augmented\359_6_original.jpg,1
images\augmented\359_6_sobel.jpg,1
images\augmented\359_7_flip.jpg,1
images\augmented\359_7_flip3.jpg,1
images\augmented\359_7_flip4.jpg,1
images\augmented\359_7_gray.jpg,1
images\augmented\359_7_original.jpg,1
images\augmented\359_7_sobel.jpg,1
images\augmented\359_9_flip.jpg,1
images\augmented\359_9_flip3.jpg,1
images\augmented\359_9_flip4.jpg,1
images\augmented\359_9_gray.jpg,1
images\augmented\359_9_original.jpg,1
images\augmented\359_9_sobel.jpg,1
images\augmented\361_1_flip.jpg,1
images\augmented\361_1_flip3.jpg,1
images\augmented\361_1_flip4.jpg,1
images\augmented\361_1_gray.jpg,1
images\augmented\361_1_original.jpg,1
images\augmented\361_1_sobel.jpg,1
images\augmented\361_2_flip.jpg,1
images\augmented\361_2_flip3.jpg,1
images\augmented\361_2_flip4.jpg,1
images\augmented\361_2_gray.jpg,1
images\augmented\361_2_original.jpg,1
images\augmented\361_2_sobel.jpg,1
images\augmented\361_3_flip.jpg,1
images\augmented\361_3_flip3.jpg,1
images\augmented\361_3_flip4.jpg,1
images\augmented\361_3_gray.jpg,1
images\augmented\361_3_original.jpg,1
images\augmented\361_3_sobel.jpg,1
images\augmented\361_4_flip.jpg,1
images\augmented\361_4_flip3.jpg,1
images\augmented\361_4_flip4.jpg,1
images\augmented\361_4_gray.jpg,1
images\augmented\361_4_original.jpg,1
images\augmented\361_4_sobel.jpg,1
images\augmented\361_5_flip.jpg,1
images\augmented\361_5_flip3.jpg,1
images\augmented\361_5_flip4.jpg,1
images\augmented\361_5_gray.jpg,1
images\augmented\361_5_original.jpg,1
images\augmented\361_5_sobel.jpg,1
images\augmented\361_6_flip.jpg,1
images\augmented\361_6_flip3.jpg,1
